Transaction ID,Transaction Date,Transaction TypeID,Transaction Amount,New Balance,Employee ID,Account ID,Customer ID,Login ID
2829,31/08/2015,13,358772,519672535,69874,8.68893E+11,3163,73588735
2830,01/08/2019,13,956855,1180003457,22064,9.21861E+11,1157,44051507
2831,15/10/2018,3,431779,908211510,57099,9.52983E+11,1887,75724992
2832,01/10/2020,6,698049,1450835448,43420,7.73169E+11,2680,39770933
2833,18/03/2019,8,108663,2805068003,10188,2.2797E+11,4997,97196494
2834,24/11/2015,9,894755,3525413740,92142,9.46274E+11,411,81573939
2835,19/10/2017,8,376973,2703634818,82676,7.67625E+11,2371,57203879
2836,31/05/2018,4,871004,3736547521,49895,5.67664E+11,2018,45236127
2837,01/07/2016,13,681831,4330202742,84478,8.98E+11,1586,28450318
2838,26/03/2020,10,423806,4569027879,34278,2.62459E+11,5338,21117554
2839,20/12/2015,9,275212,3809197168,48986,80126583653,4339,31110323
2840,05/03/2018,3,649845,388995125,30537,4.80214E+11,1431,9558395
2841,28/11/2016,14,414537,894423518,45953,2.45867E+11,4243,39419579
2842,23/08/2016,1,876849,1162191475,24190,52124043843,2881,34860791
2843,26/01/2015,9,150911,2213225914,31065,2.89703E+11,3363,58589165
2844,13/06/2017,8,311067,1134894151,37317,4.89787E+11,2262,27721894
2845,10/12/2020,2,268875,1549598721,95009,2.55733E+11,835,41972102
2846,12/07/2016,13,220731,2623421478,21962,3.92345E+11,5965,42685789
2847,25/11/2015,4,386594,2567210438,39533,4.70801E+11,8,53548607
2848,22/02/2019,8,351947,1550503058,45919,7.65184E+11,386,12413837
2849,05/06/2016,1,516554,3693926674,80342,10601177665,3355,42910902
2850,14/10/2018,14,500677,39128948,85471,40807367656,682,30394091
2851,05/05/2015,2,467061,3962208940,36485,5.07412E+11,5361,44912521
2852,24/11/2019,3,649899,244972659,47989,2.96336E+11,1199,12539777
2853,17/03/2019,12,375342,3054538619,63678,7.5391E+11,1182,94560709
2854,24/02/2020,2,389915,789931277,22883,2.17748E+11,3658,54706743
2855,02/02/2019,2,776268,4119228008,16694,44241392107,4845,23733354
2856,18/07/2015,12,462124,3364202531,42777,55223444845,747,32466534
2857,12/12/2017,9,84766,526036243,72694,2.49865E+11,3054,31849802
2858,24/06/2015,12,245707,1076179979,50936,6.40932E+11,1063,19160374
2859,11/06/2019,8,385177,2661011871,73394,3.38344E+11,2566,82484668
2860,25/09/2020,6,535971,1537712252,14222,9.25491E+11,5329,59546118
2861,26/11/2015,10,248651,2412585702,42465,7.83111E+11,3921,31354713
2862,23/11/2018,5,547252,1554781149,61430,7.12913E+11,3081,22193743
2863,04/02/2019,8,10224,1943102981,41067,9.63852E+11,3583,3697421
2864,21/03/2015,3,913034,4154296836,72704,1.77703E+11,135,76029485
2865,23/05/2018,6,800710,2179539903,69158,6.56689E+11,5275,49082655
2866,14/04/2020,4,708447,1151413204,31363,9.25058E+11,1262,26230793
2867,09/07/2020,12,964981,710932908,97390,8.75621E+11,879,65745323
2868,12/08/2020,1,680407,2179166648,47887,59298226922,715,93124170
2869,25/01/2020,5,871969,4997090758,12456,3.86861E+11,1505,16670424
2870,05/06/2019,9,477642,14648272,75880,3.99122E+11,5418,33922103
2871,16/11/2016,14,594851,2879240106,12551,9.41009E+11,4456,62705456
2872,12/10/2019,14,640529,3406650379,51636,1.84861E+11,1709,96556562
2873,16/07/2016,9,151341,4923577664,68291,7.60389E+11,4420,20171172
2874,08/03/2020,1,812587,3832009566,43988,3.86186E+11,2070,68886321
2875,11/01/2020,12,164518,9467746,17442,3.76915E+11,2770,46549183
2876,09/11/2015,13,791973,3071426278,77079,1.21376E+11,2652,34440078
2877,18/07/2018,8,339894,1903018273,75770,9.56173E+11,1177,46593557
2878,14/01/2019,10,228896,1954899590,84558,2.2797E+11,4997,97196494
2879,16/10/2016,3,879460,1963233471,89542,58104343326,4970,68261120
2880,21/03/2020,3,288923,2436766327,93301,4.05102E+11,1461,69418276
2881,09/05/2019,6,790247,2643310537,15928,3.46652E+11,410,67641535
2882,10/12/2020,13,866634,538908664,60242,1.50341E+11,5894,32713821
2883,14/04/2020,14,276242,707818439,44103,4.03349E+11,5279,41385445
2884,14/03/2017,1,621954,897184672,79631,1.06079E+11,3996,49516019
2885,26/04/2016,1,947923,3616015527,19014,3.96988E+11,3220,67129944
2886,02/12/2015,5,156206,3828548235,25878,3.86744E+11,5804,91737671
2887,08/10/2018,8,412480,1741723535,63839,8.31217E+11,4405,41012649
2888,24/12/2016,6,718022,3818704466,69990,1.63701E+11,1704,75370211
2889,18/08/2015,4,421819,2823051753,58327,4.94268E+11,4819,84731865
2890,16/03/2020,9,208143,2079644337,25882,8.59012E+11,3647,20817287
2891,11/12/2016,9,600365,499232024,11876,2.79318E+11,4342,80714661
2892,03/01/2016,13,203079,2389987227,87591,9.72681E+11,767,71494813
2893,15/10/2018,12,56609,3581862371,11381,8.16611E+11,3001,75831226
2894,19/01/2016,2,919970,3405684957,90411,6.50282E+11,3120,30538706
2895,01/12/2016,10,202615,1348595722,46900,3.62686E+11,1012,93746023
2896,02/01/2015,11,13651,1474886596,46622,7.69018E+11,3777,54618813
2897,15/03/2017,7,108967,24146166,85327,2.77906E+11,1732,84771636
2898,25/07/2018,2,170580,1944392665,10121,5.09151E+11,1835,42714456
2899,02/02/2019,12,21576,4191080536,18209,2.95182E+11,5330,21949650
2900,01/06/2017,1,569056,3205824555,64392,1.55045E+11,2491,62758853
2901,27/06/2019,1,971260,977163957,96582,1.2117E+11,5427,6336325
2902,21/10/2017,11,86894,333935680,38967,4.38223E+11,2756,9892256
2903,06/10/2017,11,803200,1225702506,49354,4.42319E+11,4566,41359427
2904,29/08/2020,2,801781,1384540208,49981,4.95058E+11,4077,6663680
2905,08/03/2020,2,994622,3734211450,12093,8.9085E+11,4103,87157116
2906,14/07/2015,3,796447,4932340679,89961,5.14348E+11,5201,46283184
2907,31/08/2018,1,455390,1088046344,90156,1.77345E+11,4496,23641245
2908,02/08/2017,14,171204,4135412664,35502,19413948861,5443,97871329
2909,01/05/2019,4,391073,2356328335,24941,2.51547E+11,582,94806512
2910,05/09/2016,11,979646,3037716622,47195,6.9646E+11,882,19539283
2911,14/05/2015,8,323626,1448032116,38135,1.28723E+11,4626,93615609
2912,23/08/2016,8,129626,3912078264,59104,3.32048E+11,2390,11424005
2913,03/08/2015,10,189785,4624570975,45453,5.8251E+11,4837,94550604
2914,19/11/2016,5,356424,171274355,18589,1.67563E+11,3435,70600886
2915,11/04/2017,8,618037,1619394102,98732,95818632281,3712,81736478
2916,14/05/2016,12,986837,3640828770,74678,2.31266E+11,5350,78320434
2917,26/04/2018,6,43756,2367612344,90241,95624177709,2369,61139019
2918,20/02/2019,3,15583,2917609963,50826,2.19583E+11,3475,10262585
2919,29/09/2020,6,955961,3974946903,15278,4.89949E+11,5013,93804623
2920,25/04/2016,1,397827,2793517594,76937,3.77539E+11,3779,36918740
2921,19/07/2018,3,883475,4421679798,76912,7.47698E+11,2873,31674824
2922,14/09/2016,2,540686,4868389164,51622,8.67452E+11,4209,4204680
2923,02/03/2017,6,183613,2206927471,82876,5.77763E+11,5926,84410897
2924,12/05/2016,4,808787,2110957753,76801,6.76717E+11,5388,51892864
2925,19/12/2018,4,853047,3538638617,42625,1.15897E+11,1607,51413596
2926,16/07/2016,11,144893,2973605141,55008,9.32627E+11,2861,60362122
2927,11/10/2018,6,939278,2488025226,96437,23048582387,2153,55421110
2928,04/04/2019,5,887535,4733014910,54187,9.43022E+11,1828,74635163
2929,05/10/2019,7,229727,2091013982,17703,94374434021,539,37376485
2930,01/12/2019,6,481231,2658640782,87592,4.23667E+11,1961,5207956
2931,18/09/2017,13,57956,3860281468,92288,2.84196E+11,5728,57140225
2932,22/11/2018,6,639381,445950478,20669,3.34009E+11,4490,1296807
2933,11/01/2020,5,413162,4415908715,75626,6.43346E+11,3938,56427491
2934,24/01/2018,11,179995,3331899766,38377,5.24905E+11,836,33108967
2935,24/09/2016,6,817854,4508784779,35062,5.37878E+11,3823,34860316
2936,25/03/2019,13,623530,2533060518,51323,6.05812E+11,3318,17157411
2937,02/02/2015,13,380236,85098211,75590,5.50129E+11,5003,47531368
2938,19/06/2015,1,415853,3286702787,15360,7.49443E+11,4856,8726454
2939,31/07/2018,3,396722,1326430756,89680,4.57086E+11,1166,96264479
2940,12/05/2019,11,196877,3871698669,90158,1.52022E+11,5305,8048605
2941,04/05/2016,1,751500,1491978566,80539,8.35392E+11,897,70234778
2942,31/12/2018,9,346608,3986161688,68017,4.73898E+11,236,84443996
2943,23/09/2017,6,208724,1824342331,63872,9.12053E+11,5050,57516134
2944,29/12/2019,9,323092,893914747,33695,3.83556E+11,4246,22729152
2945,23/06/2018,9,47300,3276574921,77247,4.63244E+11,2576,71009458
2946,08/01/2020,11,433015,858660508,55739,45635549457,3004,33457810
2947,27/12/2015,13,221979,4591495334,26620,9.98552E+11,2062,37438216
2948,16/04/2020,9,982853,1729151051,33792,8.41752E+11,4967,83216338
2949,23/05/2018,10,450982,4180080446,88402,1.24824E+11,507,20584572
2950,03/10/2015,1,801935,2950610865,22687,51683634997,74,84740934
2951,06/11/2017,8,627396,4326191234,79328,58305394473,1612,29348650
2952,07/02/2020,4,565912,3531602112,10534,2.95077E+11,4167,37383368
2953,25/10/2016,2,729333,1278615151,28646,12482302549,2412,39104647
2954,29/11/2019,11,504883,1616101364,52263,8895278869,2660,16615303
2955,22/10/2015,10,109980,1609628918,79297,1.31792E+11,3717,87659032
2956,04/03/2019,9,952748,3074828377,77276,9.2268E+11,2098,92543117
2957,07/06/2016,9,176258,2402069014,28585,1.75487E+11,1354,63298915
2958,07/05/2018,12,734645,4421082318,64743,6.45724E+11,4753,27691577
2959,01/08/2019,12,824702,1923308617,87296,8.26116E+11,189,53238728
2960,24/03/2016,14,775536,1917000293,16793,8.86148E+11,1180,23712218
2961,11/05/2019,7,638494,287810765,33138,2.19234E+11,5107,29987225
2962,26/05/2016,13,5983,761614992,50939,91098889894,1397,20294485
2963,14/05/2017,9,106333,318645473,47049,6.45845E+11,1643,62016092
2964,22/11/2017,8,743772,3052129288,18814,1.96227E+11,1825,10542793
2965,29/07/2015,8,425634,3302792637,38458,1.45339E+11,3858,70313418
2966,09/08/2015,11,250446,1706632170,24975,2.62459E+11,5338,21117554
2967,23/04/2015,2,968156,1046496317,73544,4.21334E+11,2810,75070218
2968,24/07/2019,4,257248,4139843972,13785,4.31183E+11,621,6985708
2969,18/09/2015,3,426854,4138757238,58155,8.43353E+11,3344,44923730
2970,08/03/2015,5,124704,3713772993,75176,9.0632E+11,5404,76786969
2971,04/05/2016,4,434937,1130670314,28679,4.17708E+11,5351,64461752
2972,30/05/2015,8,407618,1956985716,77260,4.68653E+11,1077,39346944
2973,07/06/2020,9,969167,896264553,21753,2.99108E+11,1875,25512371
2974,03/05/2016,2,197488,54904088,78870,3.57706E+11,2743,43441206
2975,14/05/2020,5,304568,792361996,50045,1.49971E+11,1196,2836818
2976,27/02/2017,13,437866,1711751406,98369,3.83466E+11,986,64616767
2977,31/03/2019,6,248750,3882008389,11821,1.50323E+11,1670,26488813
2978,01/11/2016,2,284872,3008807382,84287,6.05046E+11,3808,64280038
2979,13/09/2017,9,473806,2286820988,25463,5.29553E+11,654,79691786
2980,01/08/2015,12,616309,2369660437,34967,1.54269E+11,4858,50648182
2981,01/09/2019,10,606410,4611777725,55087,1.53844E+11,3596,93362496
2982,25/06/2015,6,976757,941311087,85006,7.22365E+11,2427,9181916
2983,31/08/2017,9,684104,594818350,89660,1.70594E+11,3487,59322613
2984,12/04/2016,7,303489,2984279350,29261,5.90747E+11,4191,39579348
2985,12/11/2018,3,831514,3633945191,68459,7.1076E+11,1816,32661943
2986,24/09/2019,7,979585,2935300279,88630,7.3474E+11,4256,86379430
2987,15/06/2016,6,211539,3344221621,44694,8.78246E+11,1381,97428026
2988,12/04/2018,5,273277,3588801811,56677,8.43942E+11,4863,11122946
2989,27/01/2018,10,962649,479313469,75348,5.51898E+11,3099,12608296
2990,03/07/2016,2,90291,2994870152,12071,9.89897E+11,71,84377503
2991,20/01/2019,6,258383,4453211132,77623,8.3261E+11,4177,83973507
2992,04/11/2016,5,653909,1175077752,72121,4.59303E+11,5367,60307427
2993,03/12/2018,13,284231,249580526,54340,8.33442E+11,324,26722137
2994,22/07/2016,5,360368,2729122474,53923,4.24429E+11,2742,70634331
2995,24/01/2015,6,748694,1162679707,15972,9.19401E+11,306,89176477
2996,26/03/2020,9,158652,1361916608,32733,1.95771E+11,2862,71834623
2997,19/03/2018,14,946169,1731386366,94877,4.76073E+11,184,79994189
2998,24/10/2019,6,461135,443693899,81978,5.33698E+11,4737,96983948
2999,18/02/2020,14,48884,2576348185,95548,1.74587E+11,4116,41085038
3000,29/07/2019,8,105549,496209304,62013,3.36914E+11,1694,67352606
3001,02/05/2015,14,953110,4416385591,69332,4.04995E+11,5176,30460595
3002,22/04/2018,1,98087,2470608225,85869,6.25557E+11,564,58944211
3003,17/12/2019,2,176657,1482261631,47545,3.00869E+11,3841,45202131
3004,19/01/2017,2,492036,1679411106,32308,3.09559E+11,441,50288685
3005,24/11/2018,7,670349,4834029810,84069,9.6421E+11,200,75861321
3006,01/03/2017,2,516547,318032390,35210,3.62916E+11,5309,12116417
3007,09/10/2017,3,532914,3041630140,21802,6.76657E+11,4851,74450922
3008,22/12/2015,12,899888,3710897787,48015,9.56077E+11,4197,18692542
3009,31/01/2018,8,825710,3440558538,21316,9.60167E+11,5002,85715415
3010,12/02/2018,2,783999,67421625,85332,5.56718E+11,2419,58615129
3011,19/05/2018,6,99189,2145668477,23213,5.55423E+11,5831,91387997
3012,06/02/2015,7,306414,1655462103,14493,1.41375E+11,2299,25170148
3013,19/07/2015,9,291550,860795990,16860,2.38797E+11,1460,63625496
3014,05/09/2019,11,926782,400781055,67666,66169862478,1137,84132267
3015,09/07/2017,3,361755,1210851100,89160,9.44869E+11,5106,36634239
3016,30/01/2018,5,814699,349640843,60606,59298226922,715,93124170
3017,14/09/2016,9,124635,275618128,99715,7.64306E+11,3189,96061766
3018,03/02/2015,5,779536,3491016213,20563,7.39047E+11,3902,13609787
3019,03/07/2016,13,263983,777897060,51124,4.55463E+11,2799,44568459
3020,25/08/2015,5,316256,1825476738,10643,7.14828E+11,3397,11274836
3021,20/04/2016,8,521722,1575635296,94412,9.41644E+11,2614,35298468
3022,16/07/2018,2,773846,3408454308,42715,9.10397E+11,5696,28425095
3023,01/04/2019,5,409369,2302469242,40801,5.38003E+11,3156,78528345
3024,06/08/2020,7,485486,1310417727,65734,7.5827E+11,4526,51965829
3025,24/08/2016,2,80809,4552472006,42680,4.06045E+11,2391,40503000
3026,02/10/2019,7,496512,2669449211,31920,9.33815E+11,3968,46250582
3027,18/01/2015,14,31325,3632144604,68039,3.78366E+11,2776,29500952
3028,07/02/2015,2,677653,1588507188,93273,8.88133E+11,3419,45590120
3029,22/06/2015,2,121129,1171085722,94916,9.57594E+11,39,29746114
3030,14/12/2020,10,622126,109567254,56824,3.31296E+11,5655,67612592
3031,25/03/2017,2,703052,669603431,68166,7.19107E+11,5095,63567484
3032,18/03/2016,5,944132,82239120,69305,9.40928E+11,999,42841673
3033,15/08/2017,11,878806,403842009,28810,2.42995E+11,4524,12994931
3034,03/02/2016,8,778342,4514213829,98023,7.26493E+11,3100,33087229
3035,17/10/2018,6,901347,1139476684,40613,6.51462E+11,4926,46675995
3036,15/02/2018,4,609535,2200569818,66895,3.47286E+11,2279,73731423
3037,27/12/2017,1,807200,381564213,70624,1.60695E+11,5256,71000249
3038,01/10/2019,9,80322,2131813351,24877,4.97E+11,5509,14706703
3039,16/08/2018,13,429237,1258275907,94422,1.1232E+11,5261,35118681
3040,15/03/2017,11,218606,2065327399,78657,2.81496E+11,2814,56307202
3041,18/06/2016,10,253300,4482068633,15295,7.79153E+11,2868,38618171
3042,10/04/2019,3,959982,4541614562,30793,4.66822E+11,3526,83996973
3043,07/08/2016,3,775405,697709476,99750,8.85245E+11,250,4633548
3044,24/12/2017,3,143398,2450748142,53298,2.58815E+11,262,46702721
3045,15/08/2017,6,121365,4922853218,11352,5.39456E+11,4035,23731284
3046,27/09/2015,8,719473,859131735,51853,3.20675E+11,3540,3491440
3047,01/12/2018,5,613903,3465661869,60726,2.636E+11,1217,91734164
3048,08/07/2015,5,302508,829743975,51153,98787781926,4017,97395920
3049,07/07/2017,6,208606,1275765540,23450,7.20149E+11,1030,41382102
3050,15/05/2020,14,478384,4922656486,10651,3.03452E+11,2212,28070049
3051,21/02/2018,1,193164,2691809038,37287,7.68944E+11,5564,14181788
3052,22/09/2018,11,653496,536681688,22144,8.13166E+11,1481,99172914
3053,31/01/2017,12,348795,1350756250,46573,7.29609E+11,2780,44562307
3054,06/05/2019,10,89211,4483754449,29432,8.07291E+11,1098,15708184
3055,15/01/2018,12,372601,926190637,78566,3.01485E+11,819,101833
3056,03/02/2019,9,699637,2432099684,98302,5.02323E+11,4175,48638832
3057,24/07/2017,14,806649,3012209894,46172,5.81955E+11,5282,52491853
3058,25/02/2019,13,152311,145084105,46769,4.39547E+11,5844,36855070
3059,24/09/2017,2,632655,2969051839,77436,20433853407,4910,83404992
3060,28/04/2017,1,254141,2301046347,38590,2.84147E+11,251,53933954
3061,08/04/2019,7,676813,4538085419,23899,6.34098E+11,3629,74419658
3062,14/10/2019,4,175967,1386010078,90499,7.30255E+11,4100,13221972
3063,16/01/2018,1,194569,3367837320,57565,3.97122E+11,968,56167050
3064,01/11/2015,7,118752,30642655,19871,7.64012E+11,889,1661067
3065,23/02/2017,13,907176,236060696,11118,7.55817E+11,3112,69690142
3066,30/05/2017,13,339098,2797009130,76083,8.48057E+11,3326,97357739
3067,24/01/2020,3,937106,3739065136,92303,2.6793E+11,3385,19068754
3068,29/07/2018,14,518436,4643668590,72969,6.32474E+11,2306,20610329
3069,03/01/2018,2,964994,4746795384,14208,3.70868E+11,5713,34524825
3070,06/10/2016,13,923666,4347554727,27810,7.05569E+11,5257,81863014
3071,05/10/2019,5,532106,1097335538,15952,8.76251E+11,46,48664408
3072,27/10/2020,10,14402,2274149950,95665,4.29943E+11,2875,33541641
3073,03/12/2015,2,433020,3775917651,92284,5.2508E+11,5559,29675816
3074,03/06/2018,13,995012,2342905486,36297,2.15487E+11,3753,87114119
3075,18/07/2015,10,585652,46312801,96719,94519597792,5592,89831441
3076,13/09/2017,2,625360,1763705575,73737,8.29864E+11,3257,8700857
3077,01/11/2016,5,984840,66972505,90402,4.56613E+11,5197,91535712
3078,16/10/2017,13,745678,1446587901,79056,3.05479E+11,1860,28434388
3079,06/11/2016,13,376879,617107275,44780,2.215E+11,3659,8985865
3080,05/01/2015,8,690252,79111439,78245,8.95714E+11,1922,59245357
3081,05/07/2016,6,26324,2664163654,81713,6.52836E+11,2941,34827056
3082,27/01/2016,6,631032,261963830,67673,7.58248E+11,2917,59113661
3083,26/05/2016,11,876537,2165323604,59926,1.01811E+11,1932,20233414
3084,06/12/2020,2,173357,1853550398,47947,7.28717E+11,923,11328866
3085,30/12/2020,9,716826,3442026898,33153,4.2318E+11,5896,15673532
3086,26/07/2016,13,545830,2084135924,38879,3.97122E+11,968,56167050
3087,25/02/2018,14,931549,4983469725,76481,7.67474E+11,5267,61181808
3088,29/06/2018,3,160301,3529089396,25683,7.15894E+11,2082,48205139
3089,18/05/2019,13,136611,2884781468,74903,9.03665E+11,3818,91166103
3090,12/05/2017,3,172393,2578927132,92137,7.74368E+11,3017,40339748
3091,24/10/2017,3,363693,2297055916,52859,5.75416E+11,3347,91088062
3092,16/05/2020,12,947739,4428638628,25208,9.09908E+11,5485,11606876
3093,14/05/2015,10,740566,2479336514,59297,1.53844E+11,3596,93362496
3094,09/02/2018,3,991138,636655571,86596,4.36969E+11,3609,14517869
3095,18/10/2015,2,73017,1059920417,45297,1.4681E+11,5300,21319361
3096,26/07/2015,6,839162,3597248566,51790,7.55947E+11,3091,21924239
3097,25/02/2017,14,992025,1559201698,74609,7.05569E+11,5257,81863014
3098,12/05/2018,7,706098,1330363207,96818,2.62139E+11,4478,85140443
3099,19/10/2018,5,22683,297780985,25163,5.97797E+11,1660,38617576
3100,13/02/2015,14,601986,1076925193,42456,8.2339E+11,4699,85720073
3101,29/07/2016,8,893713,212006865,59330,4.88052E+11,888,57028520
3102,13/05/2019,11,153432,4211503565,30468,82019858663,1573,93639631
3103,08/05/2019,1,420090,4795291730,68909,6.02226E+11,975,11147911
3104,11/05/2016,11,707011,608055329,11672,1.62715E+11,4691,2287873
3105,02/04/2015,14,457330,4351051696,99998,1.65351E+11,5745,63876802
3106,07/07/2019,10,168990,3931967607,53095,6.26484E+11,5724,59517385
3107,09/01/2018,1,470812,4483506780,78809,5.59683E+11,2817,83944996
3108,05/03/2019,6,817707,4646114458,37250,9.56997E+11,4323,85108491
3109,21/10/2016,6,681655,1003104103,28260,5.32706E+11,1602,84924951
3110,27/11/2018,6,243797,3745559273,41108,58283167495,230,23327602
3111,03/12/2020,5,185183,1007281720,32511,7.96117E+11,758,58570439
3112,26/01/2019,1,289366,4004465721,50238,1.31077E+11,1466,23913355
3113,25/03/2015,13,616245,4125209607,71317,9.50806E+11,5285,27805148
3114,30/06/2018,4,780872,3138280368,58217,3.22954E+11,5821,23882747
3115,03/09/2020,1,373295,3735611822,53050,49428303267,4935,195043
3116,18/04/2017,8,472970,3527767598,50008,6.03918E+11,1024,73258888
3117,23/01/2018,2,353182,625108734,98533,5.34793E+11,5215,28011439
3118,07/12/2019,10,772896,3342300671,50194,5.79577E+11,2977,21819139
3119,03/10/2019,4,828185,1124698685,96205,1.31755E+11,3713,36382448
3120,31/05/2019,7,603405,3476975951,86675,3.5364E+11,350,28012257
3121,17/02/2017,14,678308,4309878917,56155,8.09215E+11,1125,37039219
3122,29/02/2016,10,271510,405199250,54228,79825405586,87,24470426
3123,29/11/2015,1,360560,1788439140,10661,8.85245E+11,250,4633548
3124,11/08/2017,1,519121,2662447896,70281,3.10816E+11,5948,82513712
3125,12/07/2018,2,91759,1497973926,19015,9.52216E+11,5521,12262853
3126,09/04/2015,1,642218,3279379904,20577,2.06986E+11,784,73429473
3127,06/08/2016,11,95837,420459075,59239,8.63711E+11,5112,25306583
3128,06/09/2017,1,492487,1971697312,24617,26370621643,3177,69963408
3129,15/06/2017,9,471088,4037369967,23329,7.08535E+11,176,31144702
3130,26/08/2015,5,631019,2827831677,91050,39735303408,179,13453462
3131,18/10/2016,9,29872,4594912139,81213,9.64979E+11,1089,24910940
3132,12/08/2020,12,15304,4953140247,23816,5.40889E+11,3020,79195744
3133,06/09/2018,4,552860,2243179763,17057,9.96508E+11,401,5351533
3134,16/07/2018,12,125007,3881548192,77246,9.51362E+11,545,26840801
3135,15/11/2015,7,290980,1122796510,77678,4.33657E+11,2154,17413475
3136,19/09/2015,12,963911,1154387002,91877,9.59776E+11,3794,9574679
3137,07/05/2016,3,709551,4029845828,69730,2.55733E+11,835,41972102
3138,26/01/2019,4,279141,2375932650,65248,5.51625E+11,4710,26865070
3139,07/06/2016,3,11915,4745145872,22744,5.8682E+11,3360,92251871
3140,24/10/2019,13,145891,2369682327,32561,8.64829E+11,378,88500571
3141,14/07/2018,10,364085,3605387059,64716,1.83468E+11,3973,27976533
3142,31/01/2018,1,853644,1248057628,25112,82882324522,3216,8630880
3143,17/03/2016,1,207305,3664319600,55260,6.98571E+11,5185,8714876
3144,06/07/2018,5,328979,952898521,26619,3.52527E+11,5464,77560841
3145,16/08/2018,6,22122,805763299,24977,5.33288E+11,2760,49302305
3146,25/02/2018,8,37574,4224030400,81938,3.12271E+11,1758,68735518
3147,26/06/2020,12,876590,169589503,45095,4.41557E+11,5917,25554910
3148,30/01/2020,12,171270,3216878303,44922,2.1531E+11,5340,98955361
3149,08/03/2017,2,775331,2428966278,82638,5.89804E+11,65,95950314
3150,22/01/2019,5,207828,4373465921,67456,9.44686E+11,3336,63323700
3151,04/02/2015,4,102768,2668851101,58713,5.26003E+11,3009,28635140
3152,10/12/2015,13,163958,1752979818,91793,6.83117E+11,5259,82632782
3153,16/01/2017,1,840536,2874990422,12908,9.56173E+11,1177,46593557
3154,03/05/2015,2,289773,3313985601,93533,2.215E+11,3659,8985865
3155,11/05/2020,9,420161,1042877651,67169,2.48228E+11,5813,72133243
3156,06/03/2017,11,704739,4552702325,69758,7.9428E+11,3768,71286655
3157,10/04/2015,7,724511,784843425,46342,8.23704E+11,4480,93733727
3158,04/02/2017,10,502394,733879926,32689,5.8945E+11,5707,2951413
3159,16/07/2020,1,852669,4266042416,18278,9.75234E+11,5576,74096142
3160,08/03/2020,4,349367,3866611280,55463,8.67972E+11,3821,94285225
3161,03/11/2020,1,640006,550314145,67450,86766593587,3420,86562850
3162,24/05/2016,14,987932,3294898305,93825,2.84196E+11,5728,57140225
3163,11/05/2020,8,519855,1146396435,66142,5.29234E+11,3222,53335455
3164,25/10/2020,7,348609,4011429014,53807,6.09644E+11,4877,98130825
3165,08/04/2018,13,21389,438450150,42223,2.48243E+11,2704,62743411
3166,29/09/2020,8,2962,2367916394,33452,4.9524E+11,5345,83548976
3167,20/01/2017,3,38301,1598115083,41301,9.95718E+11,5467,85344752
3168,07/01/2017,2,182792,59169627,98496,6.22291E+11,905,25091368
3169,18/07/2020,8,184006,2565033317,71565,7.69885E+11,1176,11942087
3170,27/11/2016,3,723067,2832196787,21600,2.43354E+11,5085,10208626
3171,19/01/2015,9,303683,4299952942,57179,3.70782E+11,3885,68894520
3172,10/06/2017,13,811884,1378998955,69308,9.58459E+11,2832,26766779
3173,06/08/2018,1,939908,2097117040,19893,8.62379E+11,3024,6250550
3174,04/09/2017,4,820132,4367548234,99203,5.48903E+11,817,51480407
3175,27/11/2019,3,560920,1900090819,91737,7.68419E+11,1488,57881914
3176,12/02/2020,10,503555,2270810500,97996,45680420752,2345,70244150
3177,30/06/2019,1,299313,1361597931,88545,7.9434E+11,2229,62696456
3178,19/11/2018,11,399398,2194441473,69526,9.52983E+11,1887,75724992
3179,16/07/2016,8,53208,2782062597,60327,4.99157E+11,2745,27327533
3180,11/04/2015,6,589256,2595764473,93266,4.57086E+11,1166,96264479
3181,17/01/2020,12,337125,1815631652,79450,34661894736,3760,67294724
3182,27/04/2017,3,121243,1010697683,63605,6.09207E+11,3631,47986710
3183,16/07/2015,2,88737,3242079593,68043,4.60212E+11,3027,6353909
3184,25/08/2016,6,847456,506669822,32157,3.3408E+11,2393,67699861
3185,04/05/2016,14,113186,1517614281,62694,3.32113E+11,3929,81226065
3186,05/07/2017,14,559161,2000078725,21627,1.38079E+11,50,24333373
3187,12/02/2019,7,789768,91396444,90749,6.16501E+11,2936,2122719
3188,16/01/2020,1,270454,4901504314,38653,6.70402E+11,3005,59757129
3189,02/10/2018,9,486857,1811748232,59012,8.65954E+11,23,4364024
3190,22/01/2016,2,281244,3693206355,88442,7.92541E+11,5493,38585568
3191,18/08/2017,9,241506,490301929,58388,7.10753E+11,5237,69809818
3192,24/08/2020,8,415791,521570550,26803,7.59483E+11,559,90381885
3193,20/12/2019,2,734150,2977442186,53166,2.73072E+11,3962,7326453
3194,11/06/2015,10,397298,1740243154,60355,7.25629E+11,3353,39252490
3195,18/01/2018,13,821077,1914380690,18197,3.4967E+11,3204,43707371
3196,12/04/2018,6,165924,722613078,80052,1.96482E+11,3566,86012461
3197,25/01/2020,11,943125,2729007559,86204,4.3587E+11,2664,96879646
3198,24/04/2015,6,634776,4625081199,52508,4.72618E+11,2946,35811320
3199,30/05/2019,9,321598,1822137020,66626,2.15487E+11,3753,87114119
3200,26/05/2019,2,33207,4461806823,58024,3.69093E+11,3146,92238773
3201,14/01/2019,4,112477,3733662628,69745,8.47981E+11,4174,99166852
